event_date,date,year,month,season_yea,life_stage,decade,longitude,latitude,number_ind,basis_reco
1998-11-15T00:00:00Z,1998-11,1998,11,autumn,weaning,1990,143.65,-63.650000000000006,0,BACKGROUND
1998-11-15T00:00:00Z,1998-11,1998,11,autumn,weaning,1990,80.75,-67.55,0,BACKGROUND
1998-11-15T00:00:00Z,1998-11,1998,11,autumn,weaning,1990,82.75,-62.75,0,BACKGROUND
1998-11-15T00:00:00Z,1998-11,1998,11,autumn,weaning,1990,54.95,-65.85,0,BACKGROUND
1998-11-15T00:00:00Z,1998-11,1998,11,autumn,weaning,1990,81.05000000000001,-63.150000000000006,0,BACKGROUND
1987-11-11T00:00:00Z,1987-11,1987,11,autumn,weaning,1980,147.45,-64.75,0,BACKGROUND
1987-11-11T00:00:00Z,1987-11,1987,11,autumn,weaning,1980,112.85000000000001,-63.05,0,BACKGROUND
1987-11-11T00:00:00Z,1987-11,1987,11,autumn,weaning,1980,60.75,-66.05,0,BACKGROUND
1987-11-11T00:00:00Z,1987-11,1987,11,autumn,weaning,1980,92.65,-63.35,0,BACKGROUND
1987-11-11T00:00:00Z,1987-11,1987,11,autumn,weaning,1980,133.55,-65.25,0,BACKGROUND
1987-11-11T00:00:00Z,1987-11,1987,11,autumn,weaning,1980,53.75,-65.55,0,BACKGROUND
1987-11-11T00:00:00Z,1987-11,1987,11,autumn,weaning,1980,109.55,-64.75,0,BACKGROUND
1987-11-11T00:00:00Z,1987-11,1987,11,autumn,weaning,1980,105.05,-63.35,0,BACKGROUND
1987-11-11T00:00:00Z,1987-11,1987,11,autumn,weaning,1980,143.95,-65.35,0,BACKGROUND
1987-11-09T00:00:00Z,1987-11,1987,11,autumn,weaning,1980,101.15,-63.05,0,BACKGROUND
1987-11-09T00:00:00Z,1987-11,1987,11,autumn,weaning,1980,112.25,-60.85,0,BACKGROUND
1987-11-09T00:00:00Z,1987-11,1987,11,autumn,weaning,1980,100.55000000000001,-64.75,0,BACKGROUND
1987-11-09T00:00:00Z,1987-11,1987,11,autumn,weaning,1980,80.85,-65.55,0,BACKGROUND
1987-11-09T00:00:00Z,1987-11,1987,11,autumn,weaning,1980,109.85000000000001,-62.55,0,BACKGROUND
1987-11-09T00:00:00Z,1987-11,1987,11,autumn,weaning,1980,129.55,-64.25,0,BACKGROUND
1987-11-09T00:00:00Z,1987-11,1987,11,autumn,weaning,1980,101.75,-63.05,0,BACKGROUND
1987-11-09T00:00:00Z,1987-11,1987,11,autumn,weaning,1980,75.15,-64.35,0,BACKGROUND
1987-11-09T00:00:00Z,1987-11,1987,11,autumn,weaning,1980,99.85,-63.35,0,BACKGROUND
1987-11-11T00:00:00Z,1987-11,1987,11,autumn,weaning,1980,79.35,-67.45,0,BACKGROUND
1987-11-11T00:00:00Z,1987-11,1987,11,autumn,weaning,1980,112.85000000000001,-65.15,0,BACKGROUND
1987-11-11T00:00:00Z,1987-11,1987,11,autumn,weaning,1980,85.75,-65.55,0,BACKGROUND
1987-11-11T00:00:00Z,1987-11,1987,11,autumn,weaning,1980,77.35,-65.35,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,149.95,-64.25,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,147.75,-63.75,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,77.55000000000001,-67.95,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,93.75,-63.25,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,119.85000000000001,-64.85,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,111.95,-64.55,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,67.35,-64.85,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,89.05000000000001,-64.15,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,77.45,-63.650000000000006,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,80.85,-62.35,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,153.35000000000002,-64.95,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,107.65,-65.45,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,117.15,-65.35,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,114.05,-62.85,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,110.95,-64.15,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,77.85,-64.05,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,151.05,-64.15,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,129.85000000000002,-64.05,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,81.35,-64.45,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,82.25,-62.05,0,BACKGROUND
1999-12-27T00:00:00Z,1999-12,1999,12,summer,weaning,1990,103.55,-62.05,0,BACKGROUND
1999-12-27T00:00:00Z,1999-12,1999,12,summer,weaning,1990,132.05,-64.55,0,BACKGROUND
1999-12-27T00:00:00Z,1999-12,1999,12,summer,weaning,1990,54.650000000000006,-65.25,0,BACKGROUND
1999-12-27T00:00:00Z,1999-12,1999,12,summer,weaning,1990,99.45,-64.55,0,BACKGROUND
1999-12-27T00:00:00Z,1999-12,1999,12,summer,weaning,1990,80.55000000000001,-62.95,0,BACKGROUND
1999-12-27T00:00:00Z,1999-12,1999,12,summer,weaning,1990,86.45,-62.05,0,BACKGROUND
1999-12-24T00:00:00Z,1999-12,1999,12,summer,weaning,1990,91.45,-63.55,0,BACKGROUND
1999-12-24T00:00:00Z,1999-12,1999,12,summer,weaning,1990,143.55,-65.35,0,BACKGROUND
1999-12-24T00:00:00Z,1999-12,1999,12,summer,weaning,1990,95.75,-62.95,0,BACKGROUND
1999-12-24T00:00:00Z,1999-12,1999,12,summer,weaning,1990,97.95,-64.95,0,BACKGROUND
1999-12-24T00:00:00Z,1999-12,1999,12,summer,weaning,1990,76.55000000000001,-68.15,0,BACKGROUND
1999-12-24T00:00:00Z,1999-12,1999,12,summer,weaning,1990,98.85,-61.35,0,BACKGROUND
1999-12-24T00:00:00Z,1999-12,1999,12,summer,weaning,1990,150.95,-65.15,0,BACKGROUND
1999-12-24T00:00:00Z,1999-12,1999,12,summer,weaning,1990,70.45,-64.15,0,BACKGROUND
1999-12-24T00:00:00Z,1999-12,1999,12,summer,weaning,1990,153.85000000000002,-65.05,0,BACKGROUND
1999-12-24T00:00:00Z,1999-12,1999,12,summer,weaning,1990,83.75,-63.25,0,BACKGROUND
1999-12-24T00:00:00Z,1999-12,1999,12,summer,weaning,1990,75.95,-63.25,0,BACKGROUND
1999-12-24T00:00:00Z,1999-12,1999,12,summer,weaning,1990,90.15,-63.95,0,BACKGROUND
1999-12-24T00:00:00Z,1999-12,1999,12,summer,weaning,1990,83.35,-63.45,0,BACKGROUND
1999-12-18T00:00:00Z,1999-12,1999,12,summer,weaning,1990,106.05,-65.45,0,BACKGROUND
1999-12-18T00:00:00Z,1999-12,1999,12,summer,weaning,1990,107.75,-63.45,0,BACKGROUND
1999-12-18T00:00:00Z,1999-12,1999,12,summer,weaning,1990,70.25,-65.55,0,BACKGROUND
1999-12-18T00:00:00Z,1999-12,1999,12,summer,weaning,1990,135.95,-64.05,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,71.05000000000001,-65.75,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,116.05000000000001,-64.65,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,75.75,-66.05,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,108.55,-62.650000000000006,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,106.55,-63.35,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,85.25,-61.45,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,78.45,-64.85,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,140.25,-65.85,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,69.55,-61.05,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,91.95,-65.15,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,78.65,-64.35,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,83.25,-66.25,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,91.65,-63.55,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,113.45,-63.95,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,66.25,-63.05,0,BACKGROUND
1999-12-27T00:00:00Z,1999-12,1999,12,summer,weaning,1990,64.55,-65.65,0,BACKGROUND
1999-12-27T00:00:00Z,1999-12,1999,12,summer,weaning,1990,108.75,-65.55,0,BACKGROUND
1999-12-27T00:00:00Z,1999-12,1999,12,summer,weaning,1990,77.05000000000001,-63.25,0,BACKGROUND
1999-12-27T00:00:00Z,1999-12,1999,12,summer,weaning,1990,73.45,-63.650000000000006,0,BACKGROUND
1999-12-27T00:00:00Z,1999-12,1999,12,summer,weaning,1990,94.35,-64.05,0,BACKGROUND
1999-12-27T00:00:00Z,1999-12,1999,12,summer,weaning,1990,80.75,-64.15,0,BACKGROUND
1999-12-27T00:00:00Z,1999-12,1999,12,summer,weaning,1990,89.75,-64.25,0,BACKGROUND
1999-12-27T00:00:00Z,1999-12,1999,12,summer,weaning,1990,141.55,-64.45,0,BACKGROUND
1999-12-27T00:00:00Z,1999-12,1999,12,summer,weaning,1990,75.35,-65.35,0,BACKGROUND
1999-12-24T00:00:00Z,1999-12,1999,12,summer,weaning,1990,106.75,-61.650000000000006,0,BACKGROUND
1999-12-24T00:00:00Z,1999-12,1999,12,summer,weaning,1990,86.05000000000001,-61.75,0,BACKGROUND
1999-12-24T00:00:00Z,1999-12,1999,12,summer,weaning,1990,123.35000000000001,-65.15,0,BACKGROUND
1999-12-24T00:00:00Z,1999-12,1999,12,summer,weaning,1990,84.25,-61.25,0,BACKGROUND
1999-12-24T00:00:00Z,1999-12,1999,12,summer,weaning,1990,134.25,-63.75,0,BACKGROUND
1999-12-24T00:00:00Z,1999-12,1999,12,summer,weaning,1990,72.65,-67.75,0,BACKGROUND
1999-12-24T00:00:00Z,1999-12,1999,12,summer,weaning,1990,121.65,-65.05,0,BACKGROUND
1999-12-24T00:00:00Z,1999-12,1999,12,summer,weaning,1990,142.85000000000002,-63.85,0,BACKGROUND
1999-12-24T00:00:00Z,1999-12,1999,12,summer,weaning,1990,135.85000000000002,-64.75,0,BACKGROUND
1999-12-24T00:00:00Z,1999-12,1999,12,summer,weaning,1990,69.85,-63.95,0,BACKGROUND
1999-12-24T00:00:00Z,1999-12,1999,12,summer,weaning,1990,100.25,-61.650000000000006,0,BACKGROUND
1999-12-24T00:00:00Z,1999-12,1999,12,summer,weaning,1990,111.75,-62.650000000000006,0,BACKGROUND
1999-12-24T00:00:00Z,1999-12,1999,12,summer,weaning,1990,74.35,-66.15,0,BACKGROUND
1999-12-24T00:00:00Z,1999-12,1999,12,summer,weaning,1990,75.05000000000001,-63.95,0,BACKGROUND
1999-12-24T00:00:00Z,1999-12,1999,12,summer,weaning,1990,68.15,-65.75,0,BACKGROUND
1999-12-24T00:00:00Z,1999-12,1999,12,summer,weaning,1990,86.15,-63.75,0,BACKGROUND
1999-12-24T00:00:00Z,1999-12,1999,12,summer,weaning,1990,82.25,-65.05,0,BACKGROUND
1999-12-24T00:00:00Z,1999-12,1999,12,summer,weaning,1990,110.15,-64.45,0,BACKGROUND
1999-12-24T00:00:00Z,1999-12,1999,12,summer,weaning,1990,79.15,-63.85,0,BACKGROUND
1999-12-24T00:00:00Z,1999-12,1999,12,summer,weaning,1990,103.45,-62.85,0,BACKGROUND
1999-12-24T00:00:00Z,1999-12,1999,12,summer,weaning,1990,141.55,-65.15,0,BACKGROUND
1999-12-24T00:00:00Z,1999-12,1999,12,summer,weaning,1990,100.45,-61.650000000000006,0,BACKGROUND
1999-12-24T00:00:00Z,1999-12,1999,12,summer,weaning,1990,85.95,-65.15,0,BACKGROUND
1999-12-24T00:00:00Z,1999-12,1999,12,summer,weaning,1990,88.55000000000001,-65.35,0,BACKGROUND
1999-12-18T00:00:00Z,1999-12,1999,12,summer,weaning,1990,78.05000000000001,-62.95,0,BACKGROUND
1999-12-18T00:00:00Z,1999-12,1999,12,summer,weaning,1990,107.55,-65.65,0,BACKGROUND
1999-12-18T00:00:00Z,1999-12,1999,12,summer,weaning,1990,94.15,-61.35,0,BACKGROUND
1999-12-18T00:00:00Z,1999-12,1999,12,summer,weaning,1990,75.85,-64.15,0,BACKGROUND
1999-12-18T00:00:00Z,1999-12,1999,12,summer,weaning,1990,145.05,-65.05,0,BACKGROUND
1999-12-18T00:00:00Z,1999-12,1999,12,summer,weaning,1990,102.35000000000001,-62.75,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,102.55,-65.15,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,76.25,-64.95,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,90.45,-63.95,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,108.75,-61.650000000000006,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,91.65,-65.55,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,112.95,-62.85,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,135.25,-64.15,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,140.45,-63.650000000000006,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,77.25,-63.05,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,73.65,-69.25,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,101.65,-64.95,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,83.25,-64.45,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,108.25,-61.650000000000006,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,111.95,-61.95,0,BACKGROUND
1999-12-14T00:00:00Z,1999-12,1999,12,summer,weaning,1990,74.15,-64.35,0,BACKGROUND
