date,year,month,season_year,life_stage,decade,sector,zone,presence,longitude,latitude
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,118.05000000000001,-64.75
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,72.25,-64.05
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,79.95,-64.05
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,109.15,-63.25
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,120.65,-64.75
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,96.05,-62.95
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,131.35000000000002,-63.85
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,148.75,-64.85
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,129.95,-63.85
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,116.55000000000001,-65.05
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,74.15,-67.25
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,96.65,-63.75
1987-11,1987,11,autumn,weaning,1980,Central Indian,Antarctic,0,81.95,-62.45
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,145.95,-64.15
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,138.05,-64.35
1988-12,1988,12,summer,weaning,1980,Central Indian,Antarctic,0,89.85,-63.35
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,83.15,-61.95
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,86.05000000000001,-64.25
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,76.45,-65.35
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,148.45,-64.55
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,86.25,-63.55
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,137.85000000000002,-63.95
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,77.25,-64.95
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,78.05000000000001,-66.35
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,104.05,-62.75
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,120.85000000000001,-64.85
1988-12,1988,12,summer,weaning,1980,Central Indian,Antarctic,0,69.65,-67.25
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,86.75,-65.35
1996-11,1996,11,autumn,weaning,1990,Central Indian,Antarctic,0,104.15,-61.650000000000006
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,91.85,-62.75
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,131.75,-64.45
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,133.85000000000002,-64.25
1994-11,1994,11,autumn,weaning,1990,Central Indian,Antarctic,0,123.65,-64.35
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,115.95,-65.15
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,132.35000000000002,-65.15
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,104.35000000000001,-61.85
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,137.65,-64.15
1987-11,1987,11,autumn,weaning,1980,Central Indian,Antarctic,0,126.55000000000001,-64.85
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,85.95,-65.35
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,77.55000000000001,-64.95
2001-11,2001,11,autumn,weaning,2000,Central Indian,Antarctic,0,134.95,-64.05
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,110.15,-64.75
2000-12,2000,12,summer,weaning,2000,Central Indian,Antarctic,0,73.45,-65.75
1983-12,1983,12,summer,weaning,1980,Central Indian,Antarctic,0,73.35,-63.95
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,79.45,-64.95
2000-12,2000,12,summer,weaning,2000,Central Indian,Antarctic,0,79.35,-63.85
1984-11,1984,11,autumn,weaning,1980,Central Indian,Antarctic,0,127.65,-64.95
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,81.25,-63.95
1999-12,1999,12,summer,weaning,1990,Central Indian,Subantarctic,0,121.85000000000001,-63.85
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,76.45,-65.35
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,123.35000000000001,-64.05
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,81.85,-64.05
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,92.55000000000001,-64.25
1984-11,1984,11,autumn,weaning,1980,Central Indian,Antarctic,0,135.95,-64.95
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,76.85,-64.65
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,74.85,-65.65
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,78.15,-66.65
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,76.05000000000001,-65.65
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,76.15,-67.35
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,83.45,-64.65
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,76.35,-65.85
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,102.65,-64.05
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,126.35000000000001,-65.05
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,58.05,-65.35
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,84.25,-63.75
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,89.15,-64.55
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,86.05000000000001,-64.25
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,141.05,-65.15
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,137.45,-64.35
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,129.15,-64.25
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,146.65,-63.95
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,116.25,-65.15
2000-11,2000,11,autumn,weaning,2000,Central Indian,Antarctic,0,81.95,-64.75
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,67.75,-64.65
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,88.05000000000001,-63.150000000000006
2002-12,2002,12,summer,weaning,2000,Central Indian,Antarctic,0,85.75,-63.55
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,102.25,-62.650000000000006
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,92.55000000000001,-64.25
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,147.35000000000002,-64.15
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,119.35000000000001,-64.65
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,100.75,-63.55
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,122.35000000000001,-64.95
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,104.95,-63.650000000000006
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,85.45,-64.25
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,120.45,-65.55
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,101.75,-63.55
2013-12,2013,12,summer,weaning,2010,East Indian,Antarctic,0,80.15,-64.45
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,85.85,-64.15
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,93.85,-62.55
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,84.45,-62.05
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,75.95,-67.25
1990-12,1990,12,summer,weaning,1990,Central Indian,Antarctic,0,127.05000000000001,-63.75
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,87.95,-62.95
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,86.55000000000001,-62.45
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,124.75,-64.25
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,127.05000000000001,-64.75
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,85.15,-64.45
1999-12,1999,12,summer,weaning,1990,Central Indian,Subantarctic,0,101.25,-61.75
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,126.85000000000001,-64.15
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,120.55000000000001,-64.05
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,109.05000000000001,-63.150000000000006
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,83.15,-62.150000000000006
1987-11,1987,11,autumn,weaning,1980,Central Indian,Antarctic,0,102.05,-63.95
2000-12,2000,12,summer,weaning,2000,Central Indian,Antarctic,0,124.05000000000001,-64.35
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,134.15,-64.85
1987-11,1987,11,autumn,weaning,1980,Central Indian,Antarctic,0,78.45,-64.95
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,81.45,-63.55
1988-12,1988,12,summer,weaning,1980,Central Indian,Antarctic,0,74.45,-66.25
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,78.15,-63.25
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,122.35000000000001,-63.95
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,118.45,-64.65
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,123.45,-63.95
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,104.35000000000001,-64.55
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,102.75,-64.35
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,93.05000000000001,-64.05
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,127.15,-65.15
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,86.75,-64.25
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,143.05,-64.95
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,99.45,-64.35
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,80.25,-64.95
1988-12,1988,12,summer,weaning,1980,Central Indian,Antarctic,0,76.65,-67.25
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,83.25,-64.15
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,85.45,-64.55
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,95.35000000000001,-64.55
1996-11,1996,11,autumn,weaning,1990,Central Indian,Antarctic,0,69.35,-64.75
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,120.75,-63.85
2001-11,2001,11,autumn,weaning,2000,Central Indian,Antarctic,0,84.85,-63.650000000000006
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,102.75,-63.45
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,84.45,-64.85
1983-12,1983,12,summer,weaning,1980,Central Indian,Antarctic,0,101.35000000000001,-63.55
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,90.65,-62.85
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,104.75,-64.15
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,81.15,-65.15
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,101.35000000000001,-63.45
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,123.95,-65.25
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,103.55,-65.25
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,104.55,-64.55
2005-12,2005,12,summer,weaning,2000,Central Indian,Antarctic,0,82.85,-64.45
2002-12,2002,12,summer,weaning,2000,Central Indian,Antarctic,0,120.15,-64.95
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,119.45,-64.15
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,78.25,-65.35
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,141.55,-64.15
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,89.05000000000001,-61.45
1987-11,1987,11,autumn,weaning,1980,Central Indian,Antarctic,0,103.15,-64.25
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,74.55000000000001,-64.15
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,100.95,-61.650000000000006
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,79.25,-63.55
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,103.45,-64.75
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,123.35000000000001,-64.25
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,82.95,-63.85
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,89.15,-63.85
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,91.95,-62.95
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,88.95,-62.75
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,132.65,-64.25
1987-11,1987,11,autumn,weaning,1980,Central Indian,Antarctic,0,144.95,-64.35
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,74.75,-64.95
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,110.15,-64.55
1998-11,1998,11,autumn,weaning,1990,Central Indian,Subantarctic,0,136.75,-64.75
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,85.55000000000001,-63.35
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,116.65,-63.75
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,78.15,-64.45
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,120.85000000000001,-63.85
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,100.35000000000001,-63.55
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,121.35000000000001,-65.55
1999-12,1999,12,summer,weaning,1990,Central Indian,Subantarctic,0,76.45,-67.15
1984-12,1984,12,summer,weaning,1980,Central Indian,Antarctic,0,75.25,-65.15
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,79.75,-64.05
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,124.65,-64.75
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,135.25,-64.45
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,81.25,-64.75
1987-11,1987,11,autumn,weaning,1980,Central Indian,Antarctic,0,80.35,-66.65
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,77.35,-66.75
1987-11,1987,11,autumn,weaning,1980,Central Indian,Antarctic,0,79.05000000000001,-63.05
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,103.05,-63.45
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,126.25,-63.85
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,146.15,-64.55
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,72.35,-67.25
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,72.55000000000001,-64.85
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,69.15,-66.85
1987-11,1987,11,autumn,weaning,1980,Central Indian,Antarctic,0,70.85,-59.35
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,128.75,-64.15
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,141.85000000000002,-64.85
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,85.05000000000001,-63.55
1999-12,1999,12,summer,weaning,1990,Central Indian,Subantarctic,0,135.95,-64.05
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,71.35,-65.35
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,80.65,-63.45
1999-12,1999,12,summer,weaning,1990,Central Indian,Subantarctic,0,118.55000000000001,-64.65
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,120.15,-64.55
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,117.45,-64.15
1987-11,1987,11,autumn,weaning,1980,Central Indian,Antarctic,0,78.65,-65.35
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,104.55,-64.55
1999-12,1999,12,summer,weaning,1990,Central Indian,Subantarctic,0,124.65,-64.35
1999-12,1999,12,summer,weaning,1990,Central Indian,Subantarctic,0,141.95,-64.75
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,123.85000000000001,-64.55
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,134.55,-64.45
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,147.85000000000002,-65.05
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,89.15,-65.55
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,78.15,-66.05
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,78.95,-66.05
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,115.75,-64.95
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,106.05,-62.85
1999-12,1999,12,summer,weaning,1990,Central Indian,Subantarctic,0,126.45,-64.55
2000-11,2000,11,autumn,weaning,2000,Central Indian,Antarctic,0,140.35000000000002,-64.85
1987-11,1987,11,autumn,weaning,1980,Central Indian,Antarctic,0,86.15,-65.05
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,134.45,-64.55
1998-11,1998,11,autumn,weaning,1990,Central Indian,Subantarctic,0,79.05000000000001,-65.55
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,72.75,-64.25
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,76.35,-63.650000000000006
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,133.05,-64.05
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,78.95,-64.55
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,117.95,-63.95
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,84.55000000000001,-62.35
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,89.05000000000001,-63.05
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,123.55000000000001,-64.75
1987-11,1987,11,autumn,weaning,1980,Central Indian,Antarctic,0,104.15,-63.25
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,84.75,-63.45
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,148.05,-64.05
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,81.85,-65.15
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,102.65,-61.95
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,140.95,-64.35
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,133.95,-65.15
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,144.85000000000002,-64.85
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,99.25,-64.75
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,130.35000000000002,-64.35
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,82.65,-65.45
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,105.65,-63.45
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,104.25,-62.650000000000006
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,110.35000000000001,-65.25
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,74.25,-64.25
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,82.35,-64.75
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,107.25,-63.25
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,144.05,-64.15
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,83.75,-63.45
1987-11,1987,11,autumn,weaning,1980,Central Indian,Antarctic,0,145.05,-64.25
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,129.55,-64.75
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,121.45,-64.85
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,71.85,-63.95
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,110.65,-64.85
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,93.05000000000001,-64.85
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,115.55000000000001,-64.65
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,78.75,-65.55
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,135.85000000000002,-64.15
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,77.95,-66.95
2000-12,2000,12,summer,weaning,2000,Central Indian,Antarctic,0,80.95,-65.05
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,142.85000000000002,-64.75
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,108.95,-64.15
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,139.85000000000002,-65.05
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,136.65,-64.45
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,119.75,-64.95
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,79.15,-64.05
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,80.15,-64.85
1989-12,1989,12,summer,weaning,1980,Central Indian,Subantarctic,0,103.25,-64.85
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,80.15,-64.65
1989-11,1989,11,autumn,weaning,1980,Central Indian,Antarctic,0,100.05,-63.35
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,135.75,-63.95
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,92.65,-65.05
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,77.15,-65.05
1987-11,1987,11,autumn,weaning,1980,Central Indian,Antarctic,0,76.45,-64.35
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,144.15,-64.75
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,81.65,-65.05
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,119.85000000000001,-64.95
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,77.95,-65.15
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,138.85000000000002,-64.25
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,114.15,-64.75
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,79.35,-64.85
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,77.25,-66.55
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,116.15,-64.95
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,108.35000000000001,-62.35
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,79.75,-64.95
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,150.85000000000002,-65.05
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,126.25,-64.85
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,122.95,-64.85
1994-11,1994,11,autumn,weaning,1990,Central Indian,Antarctic,0,131.15,-64.35
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,80.55000000000001,-63.75
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,116.45,-64.65
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,79.45,-65.45
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,86.75,-65.05
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,106.55,-62.650000000000006
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,147.55,-64.85
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,147.85000000000002,-64.75
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,104.35000000000001,-64.65
1999-12,1999,12,summer,weaning,1990,East Indian,Antarctic,0,124.65,-64.85
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,126.95,-64.85
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,139.25,-64.15
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,109.95,-65.25
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,112.95,-65.25
1998-11,1998,11,autumn,weaning,1990,Central Indian,Antarctic,0,85.85,-65.45
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,79.85,-66.75
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,138.85000000000002,-64.25
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,96.55,-63.05
1999-12,1999,12,summer,weaning,1990,Central Indian,Antarctic,0,136.05,-64.15
1987-11,1987,11,autumn,weaning,1980,Central Indian,Antarctic,0,108.25,-64.65
1997-12,1997,12,summer,weaning,1990,Central Indian,Antarctic,0,98.35000000000001,-61.85
1987-11,1987,11,autumn,weaning,1980,Central Indian,Antarctic,0,75.75,-65.95
